frequency,S_1_COMID,S_1_unitarea,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
656,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,50.8327751159668,-115.39552307128906,135,100137352.05195655,135,31157.607592191318,0.00018388117965429383,0.0003111487067885029,0.0001838811796542943,0.00031114870678849754,6.0,8.0,2
661,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,50.91762161254883,-115.443115234375,156,100152371.81146678,156,45654358.09218873,0.2694358736469599,0.4558489955498149,0.26943587364696064,0.4558489955498014,7.0,8.0,2
665,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,51.08724594116211,-115.538818359375,198,100187468.9732182,198,47483459.04458967,0.2802305805203647,0.47394608858002785,0.2802305805203654,0.4739460885800323,9.0,8.0,2
26,71028359,70.57752934036843,71028359,50.981751287570155,-114.35317280344378,5,70577513.49398297,5,50.952693939208984,-114.40850830078125,121,100117808.33966632,121,36992193.09594071,0.524135680964369,0.36948664487778776,0.5241356809643691,0.552140225275296,5.0,15.0,2
27,71028359,70.57752934036843,71028359,50.981751287570155,-114.35317280344378,5,70577513.49398297,5,50.98128128051758,-114.27359008789062,122,100138123.78605348,122,27317545.51435502,0.3870573524339867,0.27279865531252956,0.3870573524339868,0.45425250535100614,5.0,16.0,2
28,71028359,70.57752934036843,71028359,50.981751287570155,-114.35317280344378,5,70577513.49398297,5,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,3507300.1844400074,0.049694300788012596,0.03502406178524704,0.04969430078801261,0.035024061785247154,6.0,15.0,2
30,71028359,70.57752934036843,71028359,50.981751287570155,-114.35317280344378,5,70577513.49398297,5,51.06660079956055,-114.31912231445312,143,100154828.58904183,143,2760474.6992472154,0.03911266581363138,0.027562073023698883,0.03911266581363139,0.0275620730236989,6.0,16.0,2
8,71028377,108.35739622072471,71028377,51.01538304064318,-114.91983530961794,2,108357394.62623826,2,51.006717681884766,-115.04006958007812,159,100165673.29543696,159,6688426.654993742,0.06172561344857372,0.06677364045930526,0.06172561344857374,0.06677364045930574,7.0,11.0,2
5,71028377,108.35739622072471,71028377,51.01538304064318,-114.91983530961794,2,108357394.62623826,2,50.95101547241211,-114.85870361328125,139,100141354.70307745,139,4902108.760916525,0.04524018667877329,0.048951891807849465,0.0452401866787733,0.048951891807849736,6.0,12.0,2
10,71028377,108.35739622072471,71028377,51.01538304064318,-114.91983530961794,2,108357394.62623826,2,51.065303802490234,-114.7705078125,161,100142829.91443796,161,4658265.24995918,0.04298982331595487,0.04651621343174746,0.042989823315954884,0.04651621343174723,7.0,13.0,2
4,71028377,108.35739622072471,71028377,51.01538304064318,-114.91983530961794,2,108357394.62623826,2,50.92169952392578,-114.99319458007812,138,100145851.24353313,138,18848857.74800824,0.17395082092020026,0.18821406492588375,0.1739508209202003,0.18821406492588597,6.0,11.0,2
9,71028377,108.35739622072471,71028377,51.01538304064318,-114.91983530961794,2,108357394.62623826,2,51.03609848022461,-114.90536499023438,160,100154528.51654027,160,73259736.21236052,0.6760935556364974,0.731467036962406,0.6760935556364976,0.7314670369623997,7.0,12.0,2
2,71028379,41.64907902582062,71028379,50.98267498154663,-114.43439852807079,1,41649081.997494705,1,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,14247692.955047417,0.34208900344801,0.1422781205237739,0.34208900344801013,0.14227812052377434,6.0,15.0,2
1,71028379,41.64907902582062,71028379,50.98267498154663,-114.43439852807079,1,41649081.997494705,1,50.952693939208984,-114.40850830078125,121,100117808.33966632,121,27332837.973704945,0.6562650762710468,0.27300675501179317,0.656265076271047,0.40796606130039553,5.0,15.0,2
3,71028379,41.64907902582062,71028379,50.98267498154663,-114.43439852807079,1,41649081.997494705,1,51.06660079956055,-114.31912231445312,143,100154828.58904183,143,68551.06874233013,0.0016459202809428943,0.000684450961656685,0.001645920280942895,0.0006844509616566855,6.0,16.0,2
16,71028380,44.632308748511655,71028380,50.98903135634412,-114.86076952681883,3,44632309.16512233,3,51.065303802490234,-114.7705078125,161,100142829.91443796,161,1565171.614067805,0.035068129867026905,0.015629392692468224,0.03506812986702684,0.015629392692468148,7.0,13.0,2
14,71028380,44.632308748511655,71028380,50.98903135634412,-114.86076952681883,3,44632309.16512233,3,50.98016357421875,-114.72409057617188,140,100136078.91106635,140,82043.35794893673,0.001838205539520887,0.0008193186595792484,0.0018382055395208838,0.0008193186595792326,6.0,13.0,2
15,71028380,44.632308748511655,71028380,50.98903135634412,-114.86076952681883,3,44632309.16512233,3,51.03609848022461,-114.90536499023438,160,100154528.51654027,160,12314498.847564047,0.27590996472992585,0.12295498795673865,0.27590996472992535,0.12295498795673758,7.0,12.0,2
13,71028380,44.632308748511655,71028380,50.98903135634412,-114.86076952681883,3,44632309.16512233,3,50.95101547241211,-114.85870361328125,139,100141354.70307745,139,30670595.34554162,0.6871836998635281,0.3062730221343718,0.6871836998635269,0.3062730221343735,6.0,12.0,2
824,71028585,6.241354829974287,71028585,51.16759235209231,-115.57361832611845,167,6241353.64454111,167,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,6241353.644541106,0.9999999999999994,0.062292470076134955,1.0,0.062292470076134,10.0,8.0,2
822,71028597,11.788642878306794,71028597,51.17700427742134,-115.61300336083103,166,11788643.770754952,166,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,11788643.770754952,1.0,0.11765776803406243,1.0,0.11765776803406063,10.0,8.0,2
819,71028609,18.72742536069085,71028609,51.17266565685709,-115.64982568763249,165,18727424.708324037,165,51.22651672363281,-115.7701416015625,239,100214991.20601718,239,356747.24470439914,0.01904945555839457,0.00355981914892369,0.019049455558394556,0.00355981914892376,11.0,7.0,2
817,71028609,18.72742536069085,71028609,51.17266565685709,-115.64982568763249,165,18727424.708324037,165,51.141815185546875,-115.72161865234375,218,100199934.00316924,218,2938399.8227851433,0.15690357155616128,0.029325366847968225,0.15690357155616116,0.029325366847968135,10.0,7.0,2
820,71028609,18.72742536069085,71028609,51.17266565685709,-115.64982568763249,165,18727424.708324037,165,51.25679016113281,-115.63522338867188,240,100210702.20010103,240,640198.1456549854,0.03418506044616096,0.006388520702874987,0.03418506044616094,0.006388520702875108,11.0,8.0,2
818,71028609,18.72742536069085,71028609,51.17266565685709,-115.64982568763249,165,18727424.708324037,165,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,14792079.495179523,0.7898619124392839,0.14763386627245478,0.7898619124392834,0.14763386627245254,10.0,8.0,2
815,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.196083068847656,-115.90489196777344,238,100208757.40872106,238,375567.3415348214,0.0031264546841663055,0.003747849501845396,0.0031264546841663046,0.003747849501845448,11.0,6.0,2
809,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.1114387512207,-115.85612487792969,217,100190896.32779494,217,3841607.1992033753,0.03197991277301413,0.03834287684815968,0.031979912773014124,0.045715045799526295,10.0,6.0,2
810,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.141815185546875,-115.72161865234375,218,100199934.00316924,218,46526812.69766556,0.3873179465058942,0.4643397539183404,0.3873179465058941,0.464339753918339,10.0,7.0,2
814,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.31119918823242,-115.81884765625,260,100230093.82956599,260,4090.4747432785325,3.405164003164905e-05,4.081084419849081e-05,3.405164003164904e-05,4.08108441984897e-05,12.0,7.0,2
812,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.22651672363281,-115.7701416015625,239,100214991.20601718,239,68623531.45269918,0.5712646911138117,0.6847631340068295,0.5712646911138116,0.6847631340068431,11.0,7.0,2
811,71028676,120.12561692984607,71028676,51.194884720286446,-115.75492915374124,164,120125630.93808904,164,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,754021.7722428495,0.006276943283082201,0.007525591619900173,0.006276943283082199,0.007525591619900057,10.0,8.0,2
807,71028700,12.53572247848998,71028700,51.231533936002265,-115.83923518438783,163,12535728.618562238,163,51.196083068847656,-115.90489196777344,238,100208757.40872106,238,3899693.817748577,0.31108633063211966,0.038915698773141265,0.3110863306321197,0.038915698773141806,11.0,6.0,2
805,71028700,12.53572247848998,71028700,51.231533936002265,-115.83923518438783,163,12535728.618562238,163,51.22651672363281,-115.7701416015625,239,100214991.20601718,239,8636034.80081366,0.6889136693678802,0.08617507916615103,0.6889136693678803,0.08617507916615273,11.0,7.0,2
799,71028740,62.58661212739475,71028740,51.26779744981474,-115.89569548548282,162,62586609.3496726,162,51.22651672363281,-115.7701416015625,239,100214991.20601718,239,1181763.2106402812,0.01888204558322927,0.011792279741968633,0.018882045583229277,0.011792279741968866,11.0,7.0,2
803,71028740,62.58661212739475,71028740,51.26779744981474,-115.89569548548282,162,62586609.3496726,162,51.28071212768555,-115.95382690429688,259,100222852.81219882,259,31977035.28655523,0.5109245510952497,0.31905932019790884,0.5109245510952499,0.31905932019791106,12.0,6.0,2
802,71028740,62.58661212739475,71028740,51.26779744981474,-115.89569548548282,162,62586609.3496726,162,51.196083068847656,-115.90489196777344,238,100208757.40872106,238,17347463.59442593,0.27717532192078526,0.17311324921105348,0.27717532192078537,0.1731132492110559,11.0,6.0,2
800,71028740,62.58661212739475,71028740,51.26779744981474,-115.89569548548282,162,62586609.3496726,162,51.31119918823242,-115.81884765625,260,100230093.82956599,260,11527999.390737759,0.184192745229744,0.11501535068240369,0.18419274522974408,0.11501535068240057,12.0,7.0,2
804,71028740,62.58661212739475,71028740,51.26779744981474,-115.89569548548282,162,62586609.3496726,162,51.36531066894531,-116.00294494628906,280,100233806.5105692,280,552347.8673133666,0.00882533617099128,0.005510594544317979,0.008825336170991283,0.005510594544318031,13.0,6.0,2
797,71028757,11.956387549246427,71028757,51.23904181708788,-114.73385792719611,161,11956388.189382052,161,51.17950439453125,-114.68180847167969,183,100161644.94952984,183,101841.30589104393,0.00851773163249122,0.0010167695023615122,0.008517731632491225,0.001016769502361519,8.0,14.0,2
798,71028757,11.956387549246427,71028757,51.23904181708788,-114.73385792719611,161,11956388.189382052,161,51.264652252197266,-114.72833251953125,204,100177146.42816894,204,11854546.883491,0.9914822683675081,0.1183358411191238,0.9914822683675087,0.11833584111911871,9.0,14.0,2
792,71028833,53.11014877729922,71028833,51.27466610834774,-114.81882270835457,159,53110151.01396101,159,51.349788665771484,-114.77503967285156,225,100193191.44108854,225,9885622.169228712,0.1861343261221398,0.09866560818198157,0.18613432612213962,0.3288491001765878,10.0,14.0,2
790,71028833,53.11014877729922,71028833,51.27466610834774,-114.81882270835457,159,53110151.01396101,159,51.264652252197266,-114.72833251953125,204,100177146.42816894,204,16168664.39381849,0.30443642288963274,0.1614007283129399,0.30443642288963246,0.16140072831293295,9.0,14.0,2
789,71028833,53.11014877729922,71028833,51.27466610834774,-114.81882270835457,159,53110151.01396101,159,51.235511779785156,-114.86386108398438,203,100182188.53279316,203,22549063.021887284,0.4245716231527912,0.22508055925037193,0.4245716231527908,0.22508055925037324,9.0,13.0,2
791,71028833,53.11014877729922,71028833,51.27466610834774,-114.81882270835457,159,53110151.01396101,159,51.320579528808594,-114.91079711914062,224,100188818.19207124,224,4506801.429026572,0.08485762783543722,0.044983078055543246,0.08485762783543715,0.052485154691036255,10.0,13.0,2
783,71028852,113.253720010744,71028852,51.30871166714242,-116.01815839755173,158,113253757.45251657,158,51.28071212768555,-115.95382690429688,259,100222852.81219882,259,45498408.41441725,0.4017386216390496,0.45397239389776506,0.40173862163905005,0.4539723938977682,12.0,6.0,2
784,71028852,113.253720010744,71028852,51.30871166714242,-116.01815839755173,158,113253757.45251657,158,51.334598541259766,-116.137939453125,279,100230637.07975492,279,15922208.103683984,0.1405887845298168,0.15885570088728918,0.14058878452981696,0.16561045452714898,13.0,5.0,2
785,71028852,113.253720010744,71028852,51.30871166714242,-116.01815839755173,158,113253757.45251657,158,51.36531066894531,-116.00294494628906,280,100233806.5105692,280,35143869.10800654,0.3103108444127442,0.3506189212149773,0.31031084441274454,0.3506189212149806,13.0,6.0,2
782,71028852,113.253720010744,71028852,51.30871166714242,-116.01815839755173,158,113253757.45251657,158,51.25004959106445,-116.08859252929688,258,100220123.76089515,258,16689271.826408671,0.14736174941838828,0.16652615462964188,0.14736174941838845,0.3148304679887599,12.0,5.0,2
764,71028904,28.68860144294877,71028904,51.35101469668545,-116.10112398373984,155,28688600.468099587,155,51.36531066894531,-116.00294494628906,280,100233806.5105692,280,5049261.465238147,0.17600236271032793,0.05037483500844324,0.17600236271032801,0.05037483500844372,13.0,6.0,2
766,71028904,28.68860144294877,71028904,51.35101469668545,-116.10112398373984,155,28688600.468099587,155,51.44990158081055,-116.05223083496094,301,100244102.91920239,301,239488.94571007005,0.008347878314118906,0.002389057697519626,0.00834787831411891,0.0024030262707073168,14.0,6.0,2
763,71028904,28.68860144294877,71028904,51.35101469668545,-116.10112398373984,155,28688600.468099587,155,51.334598541259766,-116.137939453125,279,100230637.07975492,279,23399850.057151355,0.8156497589755527,0.23346005511799517,0.815649758975553,0.24338708416550184,13.0,5.0,2
759,71028957,29.01825503149769,71028957,51.391795156906376,-116.12433098591546,153,29018257.702814613,153,51.44990158081055,-116.05223083496094,301,100244102.91920239,301,6292129.406725687,0.21683346640468304,0.0627680753629687,0.2168334664046829,0.06313507380568878,14.0,6.0,2
757,71028957,29.01825503149769,71028957,51.391795156906376,-116.12433098591546,153,29018257.702814613,153,51.36531066894531,-116.00294494628906,280,100233806.5105692,280,321583.8490736431,0.011082121206830803,0.0032083371895063524,0.011082121206830796,0.0032083371895063827,13.0,6.0,2
756,71028957,29.01825503149769,71028957,51.391795156906376,-116.12433098591546,153,29018257.702814613,153,51.334598541259766,-116.137939453125,279,100230637.07975492,279,10789686.745195761,0.3718240721306028,0.10764858988784294,0.3718240721306026,0.11222594972012621,13.0,5.0,2
758,71028957,29.01825503149769,71028957,51.391795156906376,-116.12433098591546,153,29018257.702814613,153,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,11614857.70181954,0.400260340257884,0.1158689995308389,0.4002603402578837,0.11586899953084333,14.0,5.0,2
751,71028968,52.54020833432658,71028968,51.26378091963457,-114.92880546717284,152,52540202.94501002,152,51.235511779785156,-114.86386108398438,203,100182188.53279316,203,22528193.816974554,0.42878010655103793,0.22487224672278228,0.42878010655103727,0.22487224672278358,9.0,13.0,2
752,71028968,52.54020833432658,71028968,51.26378091963457,-114.92880546717284,152,52540202.94501002,152,51.29121398925781,-115.04637145996094,223,100200563.09712352,223,5007992.208762042,0.09531733659277146,0.04997968129089095,0.0953173365927713,0.049979681290890185,10.0,12.0,2
753,71028968,52.54020833432658,71028968,51.26378091963457,-114.92880546717284,152,52540202.94501002,152,51.320579528808594,-114.91079711914062,224,100188818.19207124,224,13413767.504541764,0.2553048285439813,0.13388487604301638,0.2553048285439809,0.15621359706046167,10.0,13.0,2
750,71028968,52.54020833432658,71028968,51.26378091963457,-114.92880546717284,152,52540202.94501002,152,51.20618438720703,-114.99920654296875,202,100195784.95705707,202,11590249.414731741,0.22059772831221086,0.11567601790533612,0.22059772831221053,0.11567601790533798,9.0,12.0,2
743,71028974,13.984263472768145,71028974,51.43795268280193,-116.1526981687797,150,13984264.172341822,150,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,13507077.924563102,0.9658769140872995,0.1347456547366079,0.9658769140873008,0.13474565473661304,14.0,5.0,2
744,71028974,13.984263472768145,71028974,51.43795268280193,-116.1526981687797,150,13984264.172341822,150,51.44990158081055,-116.05223083496094,301,100244102.91920239,301,413194.1872333567,0.029547081072064923,0.004121880242335998,0.02954708107206496,0.004145980449667007,14.0,6.0,2
742,71028974,13.984263472768145,71028974,51.43795268280193,-116.1526981687797,150,13984264.172341822,150,51.334598541259766,-116.137939453125,279,100230637.07975492,279,63992.06054534359,0.0045760048406342,0.0006384481073828176,0.004576004840634206,0.0006655957618460687,13.0,5.0,2
738,71029016,8.364503786725496,71029016,51.40971990145674,-116.17702067266491,148,8364511.379157645,148,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,8364511.379157649,1.0000000000000007,0.08344377434047127,1.0,0.08344377434047447,14.0,5.0,2
736,71029022,0.139727367688363,71029022,51.42278846153847,-116.18025641025638,147,139727.3676920649,147,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,139727.36769206487,0.9999999999999998,0.0013939103445943161,1.0,0.0013939103445943695,14.0,5.0,2
731,71029042,3.828442933445924,71029042,51.26759272300472,-114.99645422535215,145,3828439.326801056,145,51.29121398925781,-115.04637145996094,223,100200563.09712352,223,3828439.326801062,1.0000000000000016,0.038207762596006466,1.0,0.03820776259600588,10.0,12.0,2
728,71029071,9.518970433517712,71029071,51.44211625282167,-116.2007533860045,144,9518971.44015548,144,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,8887740.17792246,0.9336870305577143,0.08866346785674256,0.9336870305577146,0.08866346785674595,14.0,5.0,2
729,71029071,9.518970433517712,71029071,51.44211625282167,-116.2007533860045,144,9518971.44015548,144,51.50362014770508,-116.2371826171875,321,100256031.24238122,321,631231.2622330178,0.0663129694422854,0.006296192402698837,0.06631296944228543,0.006296192402698803,15.0,5.0,2
723,71029118,67.88251725755586,71029118,51.21920523218834,-115.48006480597978,143,67882524.1253174,143,51.25679016113281,-115.63522338867188,240,100210702.20010103,240,2531473.3126280587,0.03729197382163818,0.02526150657614598,0.037291973821638166,0.025261506576146456,11.0,8.0,2
724,71029118,67.88251725755586,71029118,51.21920523218834,-115.48006480597978,143,67882524.1253174,143,51.286888122558594,-115.5001220703125,241,100201581.80598374,241,12762553.902536135,0.1880094187272012,0.12736878672482188,0.18800941872720112,0.12736878672482607,11.0,9.0,2
725,71029118,67.88251725755586,71029118,51.21920523218834,-115.48006480597978,143,67882524.1253174,143,51.202064514160156,-115.45207214355469,220,100188494.97162192,220,50213144.79162165,0.7397065067722519,0.5011867361201939,0.7397065067722516,0.501186736120189,10.0,9.0,2
726,71029118,67.88251725755586,71029118,51.21920523218834,-115.48006480597978,143,67882524.1253174,143,51.2319450378418,-115.31703186035156,221,100196185.39691092,221,943282.4752366826,0.013895807314048844,0.009414355162325014,0.013895807314048837,0.009414355162325133,10.0,10.0,2
722,71029118,67.88251725755586,71029118,51.21920523218834,-115.48006480597978,143,67882524.1253174,143,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,1432069.643294892,0.021096293364860144,0.014292917928134363,0.021096293364860134,0.014292917928134145,10.0,8.0,2
705,71029391,112.31319098152115,71029391,51.33890505408814,-114.94913079430505,139,112313198.2981207,139,51.29121398925781,-115.04637145996094,223,100200563.09712352,223,10393012.212430697,0.09253598303597235,0.10372209388041903,0.0925359830359723,0.10372209388041743,10.0,12.0,2
706,71029391,112.31319098152115,71029391,51.33890505408814,-114.94913079430505,139,112313198.2981207,139,51.320579528808594,-114.91079711914062,224,100188818.19207124,224,67947548.54758814,0.6049827587246714,0.678194930070204,0.604982758724671,0.7913012482485021,10.0,13.0,2
703,71029391,112.31319098152115,71029391,51.33890505408814,-114.94913079430505,139,112313198.2981207,139,51.37620162963867,-115.09373474121094,244,100214447.77779506,244,7102230.805584168,0.0632359412179878,0.07087032821187525,0.06323594121798776,0.07120413719334,11.0,12.0,2
702,71029391,112.31319098152115,71029391,51.33890505408814,-114.94913079430505,139,112313198.2981207,139,51.235511779785156,-114.86386108398438,203,100182188.53279316,203,233626.24393649783,0.002080131698470268,0.002332013777678891,0.0020801316984702667,0.0023320137776789043,9.0,13.0,2
708,71029391,112.31319098152115,71029391,51.33890505408814,-114.94913079430505,139,112313198.2981207,139,51.405643463134766,-114.9578857421875,245,100209878.22721888,245,26636780.488581292,0.2371651853228989,0.2658099277217387,0.23716518532289874,0.7108908631571994,11.0,13.0,2
689,71029448,91.94484334763835,71029448,51.304175505420375,-115.53958672721919,137,91944841.13452998,137,51.34153366088867,-115.68370056152344,261,100225338.6274784,261,4451304.115886488,0.04841276640386511,0.04441296160077119,0.048412766403865076,0.04441296160077,12.0,8.0,2
690,71029448,91.94484334763835,71029448,51.304175505420375,-115.53958672721919,137,91944841.13452998,137,51.37168884277344,-115.54837036132812,262,100222800.17223887,262,19994561.402794413,0.21746256947183343,0.19950112517743032,0.2174625694718333,0.19950112517743365,12.0,9.0,2
688,71029448,91.94484334763835,71029448,51.304175505420375,-115.53958672721919,137,91944841.13452998,137,51.286888122558594,-115.5001220703125,241,100201581.80598374,241,57176274.43647538,0.6218540782817533,0.5706124933953985,0.6218540782817529,0.5706124933954173,11.0,9.0,2
687,71029448,91.94484334763835,71029448,51.304175505420375,-115.53958672721919,137,91944841.13452998,137,51.25679016113281,-115.63522338867188,240,100210702.20010103,240,10322701.179373756,0.11227058584254876,0.10300996752583726,0.11227058584254869,0.1030099675258392,11.0,8.0,2
686,71029450,0.010766836448624,71029450,51.34291666666667,-115.605,136,10766.836448562608,136,51.37168884277344,-115.54837036132812,262,100222800.17223887,262,10766.836448562608,1.0,0.00010742901246082884,1.0,0.00010742901246083064,12.0,9.0,2
671,71029528,85.56274339216739,71029528,51.52335156054151,-116.28186915058075,133,85562744.18254596,133,51.472618103027344,-116.37246704101562,320,100263193.53747427,320,1863662.840031647,0.021781242032812426,0.01858770675736641,0.021781242032812422,0.053089209306442946,15.0,4.0,2
668,71029528,85.56274339216739,71029528,51.52335156054151,-116.28186915058075,133,85562744.18254596,133,51.41911697387695,-116.18746948242188,300,100241287.56482624,300,981852.4854434875,0.011475233699245666,0.009794891000462476,0.011475233699245664,0.00979489100046285,14.0,5.0,2
673,71029528,85.56274339216739,71029528,51.52335156054151,-116.28186915058075,133,85562744.18254596,133,51.588096618652344,-116.28707885742188,342,100274426.08167212,342,27428864.45137701,0.32057018172369767,0.2735379849398149,0.3205701817236976,0.27353798493981046,16.0,5.0,2
669,71029528,85.56274339216739,71029528,51.52335156054151,-116.28186915058075,133,85562744.18254596,133,51.50362014770508,-116.2371826171875,321,100256031.24238122,321,50772094.973978035,0.5933902127502719,0.5064243451970514,0.5933902127502718,0.5064243451970487,15.0,5.0,2
672,71029528,85.56274339216739,71029528,51.52335156054151,-116.28186915058075,133,85562744.18254596,133,51.557029724121094,-116.42259216308594,341,100283232.62986246,341,4516269.431715787,0.05278312979397248,0.045035140105474894,0.05278312979397247,0.07956182592350956,16.0,4.0,2
651,71029639,3.004409310157505,71029639,51.25257031717532,-115.02819120287246,130,3004408.9526485857,130,51.20618438720703,-114.99920654296875,202,100195784.95705707,202,548006.5746409217,0.18240079272757376,0.005469357567045279,0.18240079272757356,0.0054693575670453675,9.0,12.0,2
652,71029639,3.004409310157505,71029639,51.25257031717532,-115.02819120287246,130,3004408.9526485857,130,51.29121398925781,-115.04637145996094,223,100200563.09712352,223,2456402.378007667,0.8175992072724273,0.024514856025576404,0.8175992072724264,0.02451485602557603,10.0,12.0,2
636,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.34659957885742,-115.22938537597656,243,100218841.22489953,243,312730.85419944755,0.006196188081172197,0.003120479646114179,0.006196188081172188,0.003120479646114208,11.0,11.0,2
639,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.461181640625,-115.1412353515625,265,100228306.54273024,265,10416001.30511461,0.2063739547075979,0.10392275061211341,0.20637395470759762,1.0,12.0,12.0,2
638,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.431514739990234,-115.27713012695312,264,100240312.64763033,264,1597922.0957681823,0.03165989447950671,0.015940912927768655,0.03165989447950667,0.040126461109842124,12.0,11.0,2
637,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.37620162963867,-115.09373474121094,244,100214447.77779506,244,28700284.92953263,0.5686434869429338,0.286388695102822,0.568643486942933,0.287737625198496,11.0,12.0,2
641,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.405643463134766,-114.9578857421875,245,100209878.22721888,245,9442903.025885018,0.1870937977336199,0.09423125936221473,0.18709379773361964,0.2520151970189798,11.0,13.0,2
642,71029721,50.47148642396038,71029721,51.41016473177829,-115.08932713814038,127,50471491.52068429,127,51.49067687988281,-115.00518798828125,266,100219074.94240035,266,1649.3101844743667,3.2678055170975964e-05,1.645704857505706e-05,3.267805517097592e-05,1.0,12.0,13.0,2
634,71029778,33.23130075101772,71029778,51.61169028829123,-116.31135193536274,126,33231299.416594155,126,51.67255783081055,-116.33717346191406,363,100289660.16089608,363,5511293.331547328,0.1658464588596631,0.05495375418268927,0.16584645885966295,0.06841835650768335,17.0,5.0,2
633,71029778,33.23130075101772,71029778,51.61169028829123,-116.31135193536274,126,33231299.416594155,126,51.588096618652344,-116.28707885742188,342,100274426.08167212,342,27720006.085046854,0.8341535411403377,0.2764414334565156,0.8341535411403369,0.2764414334565111,16.0,5.0,2
631,71029798,8.979954945136939,71029798,51.145288982540585,-115.67396698775835,125,8979954.930220606,125,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,175156.60129500699,0.01950528734899831,0.001748168420860079,0.019505287348998316,0.0017481684208600521,10.0,8.0,2
630,71029798,8.979954945136939,71029798,51.145288982540585,-115.67396698775835,125,8979954.930220606,125,51.141815185546875,-115.72161865234375,218,100199934.00316924,218,8804798.328925597,0.9804947126510014,0.08787229668880928,0.9804947126510017,0.087872296688809,10.0,7.0,2
627,71029800,44.93731125399744,71029800,51.37974213949409,-115.65553627005023,124,44937308.33329263,124,51.37168884277344,-115.54837036132812,262,100222800.17223887,262,10642303.379752602,0.23682556375696528,0.10618645020357811,0.23682556375696523,0.10618645020357989,12.0,9.0,2
626,71029800,44.93731125399744,71029800,51.37974213949409,-115.65553627005023,124,44937308.33329263,124,51.34153366088867,-115.68370056152344,261,100225338.6274784,261,23541791.64564363,0.5238807689823793,0.23488862166028407,0.5238807689823792,0.23488862166027777,12.0,8.0,2
628,71029800,44.93731125399744,71029800,51.37974213949409,-115.65553627005023,124,44937308.33329263,124,51.42626190185547,-115.73234558105469,282,100237202.63979472,282,8166361.14347715,0.18172786591730397,0.08147036158643817,0.18172786591730394,0.0831709905609623,13.0,8.0,2
629,71029800,44.93731125399744,71029800,51.37974213949409,-115.65553627005023,124,44937308.33329263,124,51.45648193359375,-115.5968017578125,283,100239451.6148457,283,2586852.1644192627,0.05756580134335161,0.02580672701960536,0.0575658013433516,0.056253741659494066,13.0,9.0,2
620,71029857,26.894711333089166,71029857,51.20475925182362,-115.57700428294181,122,26894707.552349653,122,51.202064514160156,-115.45207214355469,220,100188494.97162192,220,29205.893148604948,0.0010859345873814263,0.0002915094508294333,0.0010859345873814254,0.00029150945082943045,10.0,9.0,2
617,71029857,26.894711333089166,71029857,51.20475925182362,-115.57700428294181,122,26894707.552349653,122,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,23153216.9809403,0.8608837607128962,0.23108305635155627,0.8608837607128954,0.2310830563515527,10.0,8.0,2
618,71029857,26.894711333089166,71029857,51.20475925182362,-115.57700428294181,122,26894707.552349653,122,51.25679016113281,-115.63522338867188,240,100210702.20010103,240,3712284.6782607688,0.1380303046997232,0.03704479258959854,0.13803030469972308,0.03704479258959924,11.0,8.0,2
610,71029879,19.2292836486164,71029879,51.06914906599085,-114.60445109358884,120,19229280.709370002,120,51.00913619995117,-114.58926391601562,141,100139229.78506339,141,3149277.1907294597,0.1637750906197384,0.031448985552305506,0.16377509061973805,0.03144898555230558,6.0,14.0,2
