frequency,S_1_COMID,S_1_unitarea,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
911,71028027,23.568271829547445,71028027,51.11996461632628,-114.99455894728807,185,23568269.78810019,185,51.091712951660156,-115.087158203125,180,100183019.96568076,180,5877145.210010203,0.2493668505516523,0.058664085111663725,0.2493668505516526,0.05866408511166313,8.0,11.0,2
914,71028027,23.568271829547445,71028027,51.11996461632628,-114.99455894728807,185,23568269.78810019,185,51.121150970458984,-114.95217895507812,181,100177459.98246913,181,17691124.57808996,0.7506331494483465,0.17659785525791805,0.7506331494483474,0.1765978552579174,8.0,12.0,2
906,71028039,28.30480539763543,71028039,51.12327520861201,-115.05775622651122,184,28304801.20062808,184,51.091712951660156,-115.087158203125,180,100183019.96568076,180,22351020.11100583,0.7896547286299211,0.22310188012561927,0.7896547286299203,0.223101880125617,8.0,11.0,2
909,71028039,28.30480539763543,71028039,51.12327520861201,-115.05775622651122,184,28304801.20062808,184,51.121150970458984,-114.95217895507812,181,100177459.98246913,181,5052101.404211058,0.17848920288827017,0.05043151827861444,0.17848920288826997,0.05043151827861426,8.0,12.0,2
907,71028039,28.30480539763543,71028039,51.12327520861201,-115.05775622651122,184,28304801.20062808,184,51.17669677734375,-115.1343994140625,201,100190467.03330114,201,901679.685411222,0.03185606848180986,0.00899965547731725,0.03185606848180982,0.008999655477317296,9.0,11.0,2
903,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,51.14704513549805,-115.26937866210938,200,100174942.52951849,200,575026.2889163092,0.008344299947944545,0.005740220801692665,0.008344299947944575,0.005740220801692397,9.0,10.0,2
902,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,51.091712951660156,-115.087158203125,180,100183019.96568076,180,46103036.95500048,0.6690086632190234,0.46018813338621445,0.6690086632190257,0.46018813338620973,8.0,11.0,2
905,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,51.006717681884766,-115.04006958007812,159,100165673.29543696,159,1573917.9272431317,0.022839378879728568,0.01571314678433686,0.022839378879728648,0.015713146784336975,7.0,11.0,2
904,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,51.17669677734375,-115.1343994140625,201,100190467.03330114,201,2696093.6439224756,0.039123453112089285,0.02690968236555233,0.039123453112089424,0.026909682365552468,9.0,11.0,2
901,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,51.0621223449707,-115.22190856933594,179,100159696.74255349,179,9568359.469686031,0.13884801958408574,0.09553103474624293,0.13884801958408624,0.09553103474624493,8.0,10.0,2
900,71028054,68.91247986844218,71028054,51.07351667059539,-115.12985673502529,183,68912466.29478554,183,50.97718811035156,-115.17462158203125,158,100156392.2730181,158,8396032.01001687,0.12183618525712493,0.0838292176811838,0.12183618525712536,0.08382921768118483,7.0,10.0,2
897,71028062,44.42500039051932,71028062,51.144254391302596,-114.52829885197347,182,44424997.13406816,182,51.12320327758789,-114.500244140625,163,100162080.86059882,163,33096897.531312354,0.7450061827000404,0.3304334060049647,0.7450061827000396,0.3304334060049638,7.0,15.0,2
898,71028062,44.42500039051932,71028062,51.144254391302596,-114.52829885197347,182,44424997.13406816,182,51.208438873291016,-114.54634094238281,184,100171056.80729406,184,11328099.602755858,0.2549938172999608,0.113087552071538,0.2549938172999605,0.11308755207153637,8.0,15.0,2
893,71028073,56.685149075277955,71028073,51.056460105112286,-115.21781000159257,181,56685155.885494776,181,51.14704513549805,-115.26937866210938,200,100174942.52951849,200,1114470.2535526264,0.0196607072194329,0.01112523975967569,0.019660707219432867,0.011125239759675172,9.0,10.0,2
891,71028073,56.685149075277955,71028073,51.056460105112286,-115.21781000159257,181,56685155.885494776,181,51.0621223449707,-115.22190856933594,179,100159696.74255349,179,50317689.7654604,0.8876696020224979,0.5023746217482566,0.8876696020224966,0.5023746217482671,8.0,10.0,2
889,71028073,56.685149075277955,71028073,51.056460105112286,-115.21781000159257,181,56685155.885494776,181,50.97718811035156,-115.17462158203125,158,100156392.2730181,158,5252995.866481836,0.09266969075807077,0.05244793414845256,0.09266969075807063,0.0524479341484532,7.0,10.0,2
885,71028095,53.13207232944266,71028095,51.04671229733861,-115.315660837497,180,53132069.47675002,180,51.0621223449707,-115.22190856933594,179,100159696.74255349,179,13629571.204401907,0.2565224983447341,0.13607839927306106,0.2565224983447343,0.1360783992730639,8.0,10.0,2
884,71028095,53.13207232944266,71028095,51.04671229733861,-115.315660837497,180,53132069.47675002,180,51.03236389160156,-115.35647583007812,178,100159757.3421699,178,39070221.94450047,0.735341618146403,0.3900790395390752,0.7353416181464034,0.39007903953907824,8.0,9.0,2
886,71028095,53.13207232944266,71028095,51.04671229733861,-115.315660837497,180,53132069.47675002,180,51.11722946166992,-115.4041748046875,199,100178250.25461878,199,15175.596747592886,0.0002856202835132095,0.00015148594339611362,0.0002856202835132097,0.0001514859433961179,9.0,9.0,2
887,71028095,53.13207232944266,71028095,51.04671229733861,-115.315660837497,180,53132069.47675002,180,51.14704513549805,-115.26937866210938,200,100174942.52951849,200,417100.7311000195,0.007850263225349013,0.004163723188332379,0.007850263225349019,0.004163723188332184,9.0,10.0,2
878,71028097,22.85785515805173,71028097,51.101528764204495,-114.56528428819452,179,22857854.799618695,179,51.00913619995117,-114.58926391601562,141,100139229.78506339,141,58475.509907499865,0.002558223876217611,0.0005839420777752175,0.0025582238762176094,0.0005839420777752189,6.0,14.0,2
881,71028097,22.85785515805173,71028097,51.101528764204495,-114.56528428819452,179,22857854.799618695,179,51.12320327758789,-114.500244140625,163,100162080.86059882,163,12050319.778184723,0.5271850698074143,0.12030820121394871,0.527185069807414,0.12030820121394839,7.0,15.0,2
879,71028097,22.85785515805173,71028097,51.101528764204495,-114.56528428819452,179,22857854.799618695,179,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,64690.17847158185,0.0028301071574162325,0.0006459991128615344,0.0028301071574162308,0.0006459991128615365,6.0,15.0,2
880,71028097,22.85785515805173,71028097,51.101528764204495,-114.56528428819452,179,22857854.799618695,179,51.09433364868164,-114.63546752929688,162,100153732.57261643,162,10684369.333054904,0.4674265991589524,0.10667969189573843,0.46742659915895207,0.1066796918957394,7.0,14.0,2
873,71028132,25.57576997213665,71028132,51.03958262711868,-114.57824011299437,178,25575769.583119866,178,51.00913619995117,-114.58926391601562,141,100139229.78506339,141,22495421.08119159,0.8795598899998958,0.2246414430136447,0.8795598899998955,0.22464144301364525,6.0,14.0,2
876,71028132,25.57576997213665,71028132,51.03958262711868,-114.57824011299437,178,25575769.583119866,178,51.12320327758789,-114.500244140625,163,100162080.86059882,163,35.602432630130515,1.3920375891104483e-06,3.5544821277904976e-07,1.392037589110448e-06,3.554482127790488e-07,7.0,15.0,2
875,71028132,25.57576997213665,71028132,51.03958262711868,-114.57824011299437,178,25575769.583119866,178,51.09433364868164,-114.63546752929688,162,100153732.57261643,162,1422888.946977003,0.055634257352557503,0.014207048608451392,0.05563425735255749,0.014207048608451522,7.0,14.0,2
874,71028132,25.57576997213665,71028132,51.03958262711868,-114.57824011299437,178,25575769.583119866,178,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,1657423.9525186496,0.06480446060995786,0.016551112213005526,0.06480446060995784,0.016551112213005578,6.0,15.0,2
869,71028140,70.62035538261648,71028140,51.111418830920115,-115.39532221200758,177,70620359.3337905,177,51.14704513549805,-115.26937866210938,200,100174942.52951849,200,3354528.7055219477,0.04750087279599652,0.03348670456719724,0.04750087279599653,0.03348670456719568,9.0,10.0,2
867,71028140,70.62035538261648,71028140,51.111418830920115,-115.39532221200758,177,70620359.3337905,177,51.03236389160156,-115.35647583007812,178,100159757.3421699,178,11182439.584204907,0.15834583241570002,0.11164603310691933,0.15834583241570005,0.1116460331069202,8.0,9.0,2
868,71028140,70.62035538261648,71028140,51.111418830920115,-115.39532221200758,177,70620359.3337905,177,51.11722946166992,-115.4041748046875,199,100178250.25461878,199,56083391.04406362,0.7941532947883032,0.5598360013427951,0.7941532947883034,0.559836001342811,9.0,9.0,2
865,71028159,9.849561470213434,71028159,51.149167124039494,-115.46781695938523,176,9849559.06689309,176,51.202064514160156,-115.45207214355469,220,100188494.97162192,220,4030780.1135115623,0.409234574475527,0.040231965902404944,0.4092345744755271,0.04023196590240455,10.0,9.0,2
863,71028159,9.849561470213434,71028159,51.149167124039494,-115.46781695938523,176,9849559.06689309,176,51.11722946166992,-115.4041748046875,199,100178250.25461878,199,5818778.953381526,0.5907654255244729,0.058084254202805344,0.590765425524473,0.05808425420280699,9.0,9.0,2
851,71028189,17.004247285858426,71028189,51.17146647600893,-115.51835186950527,174,17004248.802573938,174,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,10556475.71728772,0.6208140000686053,0.10535998842234161,0.6208140000686058,0.10535998842234,10.0,8.0,2
852,71028189,17.004247285858426,71028189,51.17146647600893,-115.51835186950527,174,17004248.802573938,174,51.202064514160156,-115.45207214355469,220,100188494.97162192,220,6447773.0852862075,0.379185999931394,0.06435642223303703,0.3791859999313943,0.0643564222330364,10.0,9.0,2
849,71028199,14.01057298608361,71028199,51.04595353183817,-114.31412541892239,173,14010580.233736074,173,51.06660079956055,-114.31912231445312,143,100154828.58904183,143,12615938.165053647,0.9004579364012157,0.12596435282036902,0.9004579364012143,0.1259643528203691,6.0,16.0,2
847,71028199,14.01057298608361,71028199,51.04595353183817,-114.31412541892239,173,14010580.233736074,173,50.98128128051758,-114.27359008789062,122,100138123.78605348,122,1394642.0686824464,0.09954206359878573,0.013927183933085454,0.09954206359878558,0.023190943470159306,5.0,16.0,2
845,71028215,88.15097748971733,71028215,51.021610861722536,-114.75965528020335,172,88150995.40002897,172,51.00913619995117,-114.58926391601562,141,100139229.78506339,141,5657987.171769444,0.06418517619788085,0.05650120521112077,0.06418517619788099,0.05650120521112091,6.0,14.0,2
840,71028215,88.15097748971733,71028215,51.021610861722536,-114.75965528020335,172,88150995.40002897,172,50.95101547241211,-114.85870361328125,139,100141354.70307745,139,12806115.571185505,0.14527476987720203,0.1278803907651946,0.14527476987720236,0.12788039076519533,6.0,12.0,2
846,71028215,88.15097748971733,71028215,51.021610861722536,-114.75965528020335,172,88150995.40002897,172,51.09433364868164,-114.63546752929688,162,100153732.57261643,162,5710584.022826067,0.06478184389083133,0.05701818470605287,0.06478184389083147,0.05701818470605339,7.0,14.0,2
841,71028215,88.15097748971733,71028215,51.021610861722536,-114.75965528020335,172,88150995.40002897,172,50.98016357421875,-114.72409057617188,140,100136078.91106635,140,22727788.989597026,0.2578279336093527,0.22696903290753187,0.25782793360935324,0.22696903290752748,6.0,13.0,2
843,71028215,88.15097748971733,71028215,51.021610861722536,-114.75965528020335,172,88150995.40002897,172,51.065303802490234,-114.7705078125,161,100142829.91443796,161,41248519.64465074,0.46793027642473095,0.41189688447883366,0.467930276424732,0.41189688447883166,7.0,13.0,2
837,71028220,13.173690005429362,71028220,51.03572295351705,-114.36572878102285,171,13173690.713747423,171,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,3199217.490186934,0.24284899043882865,0.03194753375769018,0.2428489904388287,0.03194753375769028,6.0,15.0,2
838,71028220,13.173690005429362,71028220,51.03572295351705,-114.36572878102285,171,13173690.713747423,171,51.06660079956055,-114.31912231445312,143,100154828.58904183,143,9974473.223560486,0.7571510095611711,0.09959053761140195,0.7571510095611713,0.09959053761140202,6.0,16.0,2
835,71028221,32.71218440999831,71028221,51.132241279550435,-115.52460144927551,170,32712183.58743178,170,51.202064514160156,-115.45207214355469,220,100188494.97162192,220,121995.44665927989,0.0037293580947666016,0.0012176592401536197,0.0037293580947666,0.0012176592401536078,10.0,9.0,2
833,71028221,32.71218440999831,71028221,51.132241279550435,-115.52460144927551,170,32712183.58743178,170,51.08724594116211,-115.538818359375,198,100187468.9732182,198,17752056.47603801,0.5426741516227751,0.1771883915021691,0.5426741516227749,0.17718839150217078,9.0,8.0,2
834,71028221,32.71218440999831,71028221,51.132241279550435,-115.52460144927551,170,32712183.58743178,170,51.172027587890625,-115.58692932128906,219,100194351.5309766,219,13107674.942397755,0.40069703409936236,0.13082249390421294,0.4006970340993622,0.13082249390421094,10.0,8.0,2
832,71028221,32.71218440999831,71028221,51.132241279550435,-115.52460144927551,170,32712183.58743178,170,51.11722946166992,-115.4041748046875,199,100178250.25461878,199,1730456.7223367516,0.05289945618309637,0.017273776672466566,0.05289945618309635,0.017273776672467055,9.0,9.0,2
831,71028237,9.93267462089226,71028237,51.037752773231546,-114.41685851973085,169,9932673.117418913,169,51.06660079956055,-114.31912231445312,143,100154828.58904183,143,209123.81885103032,0.021054132797775273,0.002088005359273422,0.021054132797775307,0.0020880053592734235,6.0,16.0,2
830,71028237,9.93267462089226,71028237,51.037752773231546,-114.41685851973085,169,9932673.117418913,169,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,9723549.298567867,0.9789458672022231,0.09709981281779327,0.9789458672022248,0.09709981281779358,6.0,15.0,2
826,71028249,26.997370306823765,71028249,51.06441089936483,-115.0412445670345,168,26997373.41224831,168,51.006717681884766,-115.04006958007812,159,100165673.29543696,159,6188002.598624027,0.22920757897939145,0.06177767687312018,0.22920757897939129,0.06177767687312063,7.0,11.0,2
825,71028249,26.997370306823765,71028249,51.06441089936483,-115.0412445670345,168,26997373.41224831,168,51.091712951660156,-115.087158203125,180,100183019.96568076,180,20299131.67367094,0.7518928365254053,0.20262048080228287,0.7518928365254047,0.2026204808022808,8.0,11.0,2
828,71028249,26.997370306823765,71028249,51.06441089936483,-115.0412445670345,168,26997373.41224831,168,51.121150970458984,-114.95217895507812,181,100177459.98246913,181,1495.4607559585822,5.539282407673458e-05,1.4928116127323303e-05,5.5392824076734546e-05,1.492811612732325e-05,8.0,12.0,2
827,71028249,26.997370306823765,71028249,51.06441089936483,-115.0412445670345,168,26997373.41224831,168,51.03609848022461,-114.90536499023438,160,100154528.51654027,160,508743.6791974026,0.01884419167112728,0.00507958738094788,0.018844191671127265,0.005079587380947836,7.0,12.0,2
779,71028303,99.96386067718844,71028303,51.00324337275327,-114.52297543488474,157,99963863.57460305,157,51.0379524230957,-114.45428466796875,142,100139732.6770753,142,40328199.37646403,0.4034277781427194,0.4027192633568539,0.4034277781427193,0.40271926335685515,6.0,15.0,2
777,71028303,99.96386067718844,71028303,51.00324337275327,-114.52297543488474,157,99963863.57460305,157,50.952693939208984,-114.40850830078125,121,100117808.33966632,121,2672791.951664688,0.02673758152284683,0.026696468849945223,0.026737581522846825,0.03989371342430842,5.0,15.0,2
776,71028303,99.96386067718844,71028303,51.00324337275327,-114.52297543488474,157,99963863.57460305,157,50.9239387512207,-114.54325866699219,120,100115886.04459547,120,14570266.954085628,0.14575534031066972,0.1455340159262584,0.1457553403106697,0.48896447057689824,5.0,14.0,2
778,71028303,99.96386067718844,71028303,51.00324337275327,-114.52297543488474,157,99963863.57460305,157,51.00913619995117,-114.58926391601562,141,100139229.78506339,141,42392605.29238873,0.4240793000237643,0.4233366422268203,0.4240793000237642,0.4233366422268214,6.0,14.0,2
794,71028304,45.020188931814175,71028304,51.01441544235714,-115.06860478885672,160,45020190.49011384,160,50.97718811035156,-115.17462158203125,158,100156392.2730181,158,311222.02508049447,0.006912943319261098,0.003107360578964633,0.006912943319261096,0.0031073605789646713,7.0,10.0,2
795,71028304,45.020188931814175,71028304,51.01441544235714,-115.06860478885672,160,45020190.49011384,160,51.091712951660156,-115.087158203125,180,100183019.96568076,180,393672.59734688944,0.008744356544500573,0.003929534141431832,0.008744356544500571,0.003929534141431792,8.0,11.0,2
796,71028304,45.020188931814175,71028304,51.01441544235714,-115.06860478885672,160,45020190.49011384,160,51.006717681884766,-115.04006958007812,159,100165673.29543696,159,44315295.867686465,0.9843427001362386,0.44241998690488754,0.9843427001362384,0.44241998690489076,7.0,11.0,2
659,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,51.00244140625,-115.49087524414062,177,100165776.52068722,177,73930020.44169407,0.4363088318145376,0.738076646632149,0.4363088318145388,0.7380766466321398,8.0,8.0,2
663,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,51.03236389160156,-115.35647583007812,178,100159757.3421699,178,52551.28432607927,0.0003101390928567133,0.000524674637005673,0.0003101390928567141,0.0005246746370056771,8.0,9.0,2
662,71028311,169.4442494348269,71028311,51.00226063602815,-115.4849700228295,132,169444244.6517324,132,50.947486877441406,-115.3089599609375,157,100146077.03085966,157,2292698.1813411997,0.013530693745624127,0.022893539610490312,0.013530693745624163,0.022893539610490312,7.0,9.0,2
